boardID,algo,heur,size,expanded,branching,time,cost
1.txt,astar,linearConflict,3x3,1,2.0,37,1
2.txt,astar,linearConflict,3x3,1,2.0,39,1
3.txt,astar,linearConflict,3x3,2,1.19,39,2
4.txt,astar,linearConflict,3x3,2,0.79,36,2
5.txt,astar,linearConflict,3x3,0,0.0,3,0
6.txt,astar,linearConflict,3x3,2,1.19,37,2
7.txt,astar,linearConflict,3x3,2,0.79,39,2
10.txt,astar,linearConflict,3x3,3,0.58,38,3
11.txt,astar,linearConflict,3x3,3,0.74,40,3
12.txt,astar,linearConflict,3x3,3,0.74,43,3
13.txt,astar,linearConflict,3x3,3,0.74,41,3
14.txt,astar,linearConflict,3x3,3,0.74,39,3
15.txt,astar,linearConflict,3x3,3,0.74,40,3
8.txt,astar,linearConflict,3x3,3,0.74,40,3
9.txt,astar,linearConflict,3x3,3,0.58,39,3
16.txt,astar,linearConflict,3x3,4,0.49,40,4
17.txt,astar,linearConflict,3x3,4,0.49,40,4
18.txt,astar,linearConflict,3x3,4,0.49,40,4
19.txt,astar,linearConflict,3x3,4,0.49,40,4
20.txt,astar,linearConflict,3x3,4,0.49,39,4
21.txt,astar,linearConflict,3x3,4,0.49,40,4
22.txt,astar,linearConflict,3x3,4,0.4,39,4
23.txt,astar,linearConflict,3x3,4,0.4,40,4
24.txt,astar,linearConflict,3x3,4,0.49,40,4
25.txt,astar,linearConflict,3x3,4,0.49,41,4
26.txt,astar,linearConflict,3x3,4,0.49,40,4
27.txt,astar,linearConflict,3x3,4,0.49,40,4
28.txt,astar,linearConflict,3x3,4,0.49,40,4
29.txt,astar,linearConflict,3x3,4,0.49,40,4
30.txt,astar,linearConflict,3x3,4,0.49,40,4
31.txt,astar,linearConflict,3x3,4,0.49,38,4
32.txt,astar,linearConflict,3x3,5,0.39,40,5
33.txt,astar,linearConflict,3x3,5,0.39,40,5
34.txt,astar,linearConflict,3x3,5,0.34,42,5
35.txt,astar,linearConflict,3x3,5,0.39,41,5
36.txt,astar,linearConflict,3x3,5,0.39,41,5
37.txt,astar,linearConflict,3x3,6,0.44,41,5
38.txt,astar,linearConflict,3x3,5,0.39,41,5
39.txt,astar,linearConflict,3x3,5,0.39,41,5
40.txt,astar,linearConflict,3x3,5,0.39,41,5
41.txt,astar,linearConflict,3x3,6,0.44,42,5
42.txt,astar,linearConflict,3x3,5,0.39,40,5
43.txt,astar,linearConflict,3x3,5,0.39,41,5
44.txt,astar,linearConflict,3x3,6,0.44,42,5
45.txt,astar,linearConflict,3x3,5,0.39,40,5
46.txt,astar,linearConflict,3x3,5,0.39,41,5
47.txt,astar,linearConflict,3x3,5,0.34,40,5
48.txt,astar,linearConflict,3x3,5,0.39,40,5
49.txt,astar,linearConflict,3x3,6,0.44,41,5
50.txt,astar,linearConflict,3x3,5,0.39,41,5
51.txt,astar,linearConflict,3x3,5,0.39,40,5
66.txt,astar,linearConflict,3x3,9,0.42,43,6
67.txt,astar,linearConflict,3x3,8,0.42,43,6
68.txt,astar,linearConflict,3x3,8,0.42,43,6
69.txt,astar,linearConflict,3x3,7,0.34,42,6
70.txt,astar,linearConflict,3x3,6,0.31,41,6
71.txt,astar,linearConflict,3x3,6,0.31,41,6
72.txt,astar,linearConflict,3x3,11,0.53,45,6
73.txt,astar,linearConflict,3x3,6,0.31,41,6
74.txt,astar,linearConflict,3x3,6,0.27,40,6
75.txt,astar,linearConflict,3x3,6,0.31,41,6
76.txt,astar,linearConflict,3x3,7,0.37,42,6
77.txt,astar,linearConflict,3x3,8,0.42,43,6
78.txt,astar,linearConflict,3x3,6,0.31,42,6
79.txt,astar,linearConflict,3x3,6,0.31,41,6
80.txt,astar,linearConflict,3x3,9,0.42,42,6
81.txt,astar,linearConflict,3x3,9,0.42,44,6
82.txt,astar,linearConflict,3x3,6,0.31,40,6
83.txt,astar,linearConflict,3x3,8,0.42,43,6
84.txt,astar,linearConflict,3x3,6,0.31,42,6
85.txt,astar,linearConflict,3x3,8,0.42,44,6
86.txt,astar,linearConflict,3x3,6,0.31,41,6
87.txt,astar,linearConflict,3x3,9,0.42,43,6
88.txt,astar,linearConflict,3x3,6,0.27,41,6
89.txt,astar,linearConflict,3x3,6,0.31,41,6
90.txt,astar,linearConflict,3x3,8,0.42,43,6
137.txt,astar,linearConflict,3x3,7,0.27,41,7
138.txt,astar,linearConflict,3x3,9,0.34,43,7
139.txt,astar,linearConflict,3x3,9,0.34,44,7
140.txt,astar,linearConflict,3x3,18,0.5,47,7
141.txt,astar,linearConflict,3x3,9,0.34,45,7
142.txt,astar,linearConflict,3x3,14,0.44,45,7
143.txt,astar,linearConflict,3x3,17,0.49,47,7
144.txt,astar,linearConflict,3x3,9,0.34,43,7
145.txt,astar,linearConflict,3x3,7,0.27,42,7
146.txt,astar,linearConflict,3x3,9,0.34,42,7
147.txt,astar,linearConflict,3x3,9,0.34,43,7
148.txt,astar,linearConflict,3x3,7,0.27,42,7
149.txt,astar,linearConflict,3x3,7,0.27,42,7
150.txt,astar,linearConflict,3x3,17,0.49,47,7
151.txt,astar,linearConflict,3x3,9,0.34,42,7
152.txt,astar,linearConflict,3x3,17,0.49,47,7
91.txt,astar,linearConflict,3x3,7,0.27,42,7
92.txt,astar,linearConflict,3x3,9,0.34,43,7
93.txt,astar,linearConflict,3x3,7,0.27,42,7
94.txt,astar,linearConflict,3x3,9,0.34,43,7
95.txt,astar,linearConflict,3x3,15,0.47,46,7
96.txt,astar,linearConflict,3x3,10,0.34,43,7
97.txt,astar,linearConflict,3x3,8,0.29,42,7
98.txt,astar,linearConflict,3x3,7,0.27,42,7
99.txt,astar,linearConflict,3x3,9,0.34,44,7
244.txt,astar,linearConflict,3x3,24,0.46,51,8
245.txt,astar,linearConflict,3x3,10,0.28,43,8
246.txt,astar,linearConflict,3x3,21,0.43,48,8
247.txt,astar,linearConflict,3x3,11,0.28,45,8
248.txt,astar,linearConflict,3x3,30,0.52,52,8
249.txt,astar,linearConflict,3x3,8,0.22,42,8
250.txt,astar,linearConflict,3x3,8,0.24,43,8
251.txt,astar,linearConflict,3x3,22,0.44,50,8
252.txt,astar,linearConflict,3x3,10,0.28,49,8
253.txt,astar,linearConflict,3x3,8,0.24,42,8
254.txt,astar,linearConflict,3x3,10,0.28,44,8
255.txt,astar,linearConflict,3x3,8,0.22,42,8
256.txt,astar,linearConflict,3x3,10,0.28,44,8
257.txt,astar,linearConflict,3x3,8,0.22,42,8
258.txt,astar,linearConflict,3x3,10,0.28,44,8
259.txt,astar,linearConflict,3x3,27,0.52,51,8
260.txt,astar,linearConflict,3x3,23,0.45,49,8
261.txt,astar,linearConflict,3x3,10,0.28,44,8
262.txt,astar,linearConflict,3x3,11,0.31,44,8
263.txt,astar,linearConflict,3x3,10,0.28,43,8
264.txt,astar,linearConflict,3x3,10,0.28,44,8
265.txt,astar,linearConflict,3x3,12,0.32,43,8
266.txt,astar,linearConflict,3x3,10,0.28,43,8
267.txt,astar,linearConflict,3x3,12,0.32,44,8
268.txt,astar,linearConflict,3x3,10,0.28,44,8
396.txt,astar,linearConflict,3x3,13,0.28,46,9
397.txt,astar,linearConflict,3x3,9,0.22,44,9
398.txt,astar,linearConflict,3x3,9,0.22,42,9
399.txt,astar,linearConflict,3x3,11,0.25,45,9
400.txt,astar,linearConflict,3x3,11,0.25,45,9
401.txt,astar,linearConflict,3x3,10,0.23,43,9
402.txt,astar,linearConflict,3x3,11,0.25,44,9
403.txt,astar,linearConflict,3x3,9,0.2,43,9
404.txt,astar,linearConflict,3x3,12,0.27,45,9
405.txt,astar,linearConflict,3x3,10,0.24,44,9
406.txt,astar,linearConflict,3x3,11,0.25,45,9
407.txt,astar,linearConflict,3x3,28,0.42,51,9
408.txt,astar,linearConflict,3x3,11,0.25,44,9
409.txt,astar,linearConflict,3x3,10,0.23,44,9
410.txt,astar,linearConflict,3x3,13,0.27,45,9
411.txt,astar,linearConflict,3x3,40,0.5,56,9
412.txt,astar,linearConflict,3x3,12,0.26,45,9
413.txt,astar,linearConflict,3x3,13,0.27,45,9
414.txt,astar,linearConflict,3x3,13,0.28,45,9
415.txt,astar,linearConflict,3x3,13,0.28,45,9
416.txt,astar,linearConflict,3x3,14,0.29,45,9
417.txt,astar,linearConflict,3x3,12,0.27,45,9
418.txt,astar,linearConflict,3x3,12,0.27,45,9
419.txt,astar,linearConflict,3x3,13,0.27,45,9
420.txt,astar,linearConflict,3x3,22,0.37,49,9
682.txt,astar,linearConflict,3x3,10,0.18,42,10
683.txt,astar,linearConflict,3x3,62,0.5,62,10
684.txt,astar,linearConflict,3x3,159,0.67,78,10
685.txt,astar,linearConflict,3x3,70,0.52,63,10
686.txt,astar,linearConflict,3x3,11,0.2,43,10
687.txt,astar,linearConflict,3x3,15,0.24,45,10
688.txt,astar,linearConflict,3x3,18,0.27,47,10
689.txt,astar,linearConflict,3x3,12,0.22,45,10
690.txt,astar,linearConflict,3x3,10,0.16,43,10
691.txt,astar,linearConflict,3x3,48,0.45,57,10
692.txt,astar,linearConflict,3x3,21,0.31,48,10
693.txt,astar,linearConflict,3x3,42,0.44,57,10
694.txt,astar,linearConflict,3x3,11,0.2,45,10
695.txt,astar,linearConflict,3x3,12,0.22,44,10
696.txt,astar,linearConflict,3x3,149,0.67,78,10
697.txt,astar,linearConflict,3x3,24,0.33,49,10
698.txt,astar,linearConflict,3x3,24,0.33,50,10
699.txt,astar,linearConflict,3x3,15,0.25,46,10
700.txt,astar,linearConflict,3x3,16,0.27,46,10
701.txt,astar,linearConflict,3x3,13,0.23,45,10
702.txt,astar,linearConflict,3x3,12,0.22,47,10
703.txt,astar,linearConflict,3x3,24,0.34,51,10
704.txt,astar,linearConflict,3x3,14,0.23,45,10
705.txt,astar,linearConflict,3x3,73,0.53,64,10
706.txt,astar,linearConflict,3x3,10,0.18,43,10
975.txt,astar,linearConflict,3x3,48,0.4,58,11
976.txt,astar,linearConflict,3x3,65,0.44,61,11
977.txt,astar,linearConflict,3x3,11,0.16,44,11
978.txt,astar,linearConflict,3x3,59,0.43,62,11
979.txt,astar,linearConflict,3x3,21,0.27,49,11
980.txt,astar,linearConflict,3x3,197,0.62,85,11
981.txt,astar,linearConflict,3x3,93,0.49,68,11
982.txt,astar,linearConflict,3x3,184,0.62,84,11
983.txt,astar,linearConflict,3x3,26,0.29,50,11
984.txt,astar,linearConflict,3x3,72,0.45,63,11
985.txt,astar,linearConflict,3x3,20,0.25,47,11
986.txt,astar,linearConflict,3x3,16,0.22,45,11
987.txt,astar,linearConflict,3x3,30,0.31,53,11
988.txt,astar,linearConflict,3x3,14,0.2,45,11
989.txt,astar,linearConflict,3x3,17,0.24,47,11
990.txt,astar,linearConflict,3x3,82,0.48,65,11
991.txt,astar,linearConflict,3x3,95,0.51,68,11
992.txt,astar,linearConflict,3x3,24,0.29,50,11
993.txt,astar,linearConflict,3x3,53,0.41,59,11
994.txt,astar,linearConflict,3x3,24,0.29,51,11
995.txt,astar,linearConflict,3x3,14,0.19,47,11
996.txt,astar,linearConflict,3x3,66,0.45,64,11
997.txt,astar,linearConflict,3x3,20,0.25,48,11
998.txt,astar,linearConflict,3x3,41,0.36,56,11
999.txt,astar,linearConflict,3x3,46,0.38,57,11
1826.txt,astar,linearConflict,3x3,335,0.62,97,12
1827.txt,astar,linearConflict,3x3,14,0.17,45,12
1828.txt,astar,linearConflict,3x3,20,0.22,48,12
1829.txt,astar,linearConflict,3x3,21,0.23,48,12
1830.txt,astar,linearConflict,3x3,17,0.2,46,12
1831.txt,astar,linearConflict,3x3,29,0.27,55,12
1832.txt,astar,linearConflict,3x3,17,0.2,46,12
1833.txt,astar,linearConflict,3x3,438,0.68,111,12
1834.txt,astar,linearConflict,3x3,168,0.53,81,12
1835.txt,astar,linearConflict,3x3,733,0.75,134,12
1836.txt,astar,linearConflict,3x3,30,0.27,52,12
1837.txt,astar,linearConflict,3x3,169,0.52,78,12
1838.txt,astar,linearConflict,3x3,18,0.21,47,12
1839.txt,astar,linearConflict,3x3,398,0.66,109,12
1840.txt,astar,linearConflict,3x3,13,0.15,44,12
1841.txt,astar,linearConflict,3x3,85,0.42,65,12
1842.txt,astar,linearConflict,3x3,91,0.43,68,12
1843.txt,astar,linearConflict,3x3,44,0.33,56,12
1844.txt,astar,linearConflict,3x3,342,0.64,105,12
1845.txt,astar,linearConflict,3x3,106,0.47,72,12
1846.txt,astar,linearConflict,3x3,38,0.31,54,12
1847.txt,astar,linearConflict,3x3,27,0.26,50,12
1848.txt,astar,linearConflict,3x3,12,0.13,43,12
1849.txt,astar,linearConflict,3x3,52,0.36,60,12
1850.txt,astar,linearConflict,3x3,473,0.68,113,12
2850.txt,astar,linearConflict,3x3,22,0.2,48,13
2851.txt,astar,linearConflict,3x3,46,0.3,57,13
2852.txt,astar,linearConflict,3x3,19,0.19,47,13
2853.txt,astar,linearConflict,3x3,22,0.2,48,13
2854.txt,astar,linearConflict,3x3,699,0.67,133,13
2855.txt,astar,linearConflict,3x3,96,0.4,67,13
2856.txt,astar,linearConflict,3x3,57,0.32,59,13
2857.txt,astar,linearConflict,3x3,468,0.61,115,13
2858.txt,astar,linearConflict,3x3,29,0.24,52,13
2859.txt,astar,linearConflict,3x3,91,0.39,66,13
2860.txt,astar,linearConflict,3x3,64,0.34,61,13
2861.txt,astar,linearConflict,3x3,302,0.55,100,13
2862.txt,astar,linearConflict,3x3,719,0.67,128,13
2863.txt,astar,linearConflict,3x3,35,0.26,53,13
2864.txt,astar,linearConflict,3x3,22,0.2,48,13
2865.txt,astar,linearConflict,3x3,28,0.23,51,13
2866.txt,astar,linearConflict,3x3,23,0.21,49,13
2867.txt,astar,linearConflict,3x3,22,0.2,50,13
2868.txt,astar,linearConflict,3x3,32,0.25,53,13
2869.txt,astar,linearConflict,3x3,14,0.14,45,13
2870.txt,astar,linearConflict,3x3,19,0.19,48,13
2871.txt,astar,linearConflict,3x3,18,0.19,47,13
2872.txt,astar,linearConflict,3x3,175,0.47,81,13
2873.txt,astar,linearConflict,3x3,22,0.2,48,13
2874.txt,astar,linearConflict,3x3,51,0.31,60,13
4743.txt,astar,linearConflict,3x3,149,0.41,77,14
4744.txt,astar,linearConflict,3x3,1704,0.72,185,14
4745.txt,astar,linearConflict,3x3,312,0.5,99,14
4746.txt,astar,linearConflict,3x3,61,0.3,60,14
4747.txt,astar,linearConflict,3x3,58,0.29,60,14
4748.txt,astar,linearConflict,3x3,58,0.29,61,14
4749.txt,astar,linearConflict,3x3,29,0.22,53,14
4750.txt,astar,linearConflict,3x3,23,0.18,49,14
4751.txt,astar,linearConflict,3x3,767,0.61,136,14
4752.txt,astar,linearConflict,3x3,39,0.25,56,14
4753.txt,astar,linearConflict,3x3,23,0.18,49,14
4754.txt,astar,linearConflict,3x3,154,0.41,76,14
4755.txt,astar,linearConflict,3x3,100,0.36,68,14
4756.txt,astar,linearConflict,3x3,31,0.22,51,14
4757.txt,astar,linearConflict,3x3,1706,0.72,173,14
4758.txt,astar,linearConflict,3x3,34,0.23,53,14
4759.txt,astar,linearConflict,3x3,99,0.36,68,14
4760.txt,astar,linearConflict,3x3,700,0.6,129,14
4761.txt,astar,linearConflict,3x3,24,0.19,49,14
4762.txt,astar,linearConflict,3x3,1799,0.72,181,14
4763.txt,astar,linearConflict,3x3,59,0.29,63,14
4764.txt,astar,linearConflict,3x3,763,0.61,132,14
4765.txt,astar,linearConflict,3x3,41,0.25,54,14
4766.txt,astar,linearConflict,3x3,99,0.36,68,14
4767.txt,astar,linearConflict,3x3,25,0.19,50,14
7255.txt,astar,linearConflict,3x3,167,0.38,77,15
7256.txt,astar,linearConflict,3x3,92,0.32,68,15
7257.txt,astar,linearConflict,3x3,33,0.21,53,15
7258.txt,astar,linearConflict,3x3,734,0.55,131,15
7259.txt,astar,linearConflict,3x3,83,0.31,66,15
7260.txt,astar,linearConflict,3x3,1236,0.61,161,15
7261.txt,astar,linearConflict,3x3,313,0.45,100,15
7262.txt,astar,linearConflict,3x3,3629,0.74,248,15
7263.txt,astar,linearConflict,3x3,95,0.32,67,15
7264.txt,astar,linearConflict,3x3,112,0.34,69,15
7265.txt,astar,linearConflict,3x3,2782,0.71,230,15
7266.txt,astar,linearConflict,3x3,123,0.35,72,15
7267.txt,astar,linearConflict,3x3,24,0.17,50,15
7268.txt,astar,linearConflict,3x3,3851,0.75,242,15
7269.txt,astar,linearConflict,3x3,2217,0.68,194,15
7270.txt,astar,linearConflict,3x3,3242,0.73,238,15
7271.txt,astar,linearConflict,3x3,50,0.25,58,15
7272.txt,astar,linearConflict,3x3,120,0.34,72,15
7273.txt,astar,linearConflict,3x3,47,0.24,59,15
7274.txt,astar,linearConflict,3x3,89,0.31,65,15
7275.txt,astar,linearConflict,3x3,358,0.47,101,15
7276.txt,astar,linearConflict,3x3,488,0.5,115,15
7277.txt,astar,linearConflict,3x3,1271,0.62,155,15
7278.txt,astar,linearConflict,3x3,429,0.48,107,15
7279.txt,astar,linearConflict,3x3,397,0.48,103,15
9975.txt,astar,linearConflict,3x3,7967,0.77,358,16
9976.txt,astar,linearConflict,3x3,351,0.42,98,16
9977.txt,astar,linearConflict,3x3,248,0.39,90,16
9978.txt,astar,linearConflict,3x3,915,0.53,144,16
9979.txt,astar,linearConflict,3x3,7435,0.77,338,16
9980.txt,astar,linearConflict,3x3,233,0.38,90,16
9981.txt,astar,linearConflict,3x3,1523,0.58,186,16
9982.txt,astar,linearConflict,3x3,38,0.2,54,16
9983.txt,astar,linearConflict,3x3,6216,0.74,330,16
9984.txt,astar,linearConflict,3x3,1338,0.57,168,16
9985.txt,astar,linearConflict,3x3,632,0.49,121,16
9986.txt,astar,linearConflict,3x3,720,0.5,127,16
9987.txt,astar,linearConflict,3x3,880,0.52,138,16
9988.txt,astar,linearConflict,3x3,622,0.49,123,16
9989.txt,astar,linearConflict,3x3,330,0.42,99,16
9990.txt,astar,linearConflict,3x3,49,0.22,57,16
9991.txt,astar,linearConflict,3x3,411,0.44,105,16
9992.txt,astar,linearConflict,3x3,2661,0.65,209,16
9993.txt,astar,linearConflict,3x3,243,0.38,88,16
9994.txt,astar,linearConflict,3x3,944,0.52,139,16
9995.txt,astar,linearConflict,3x3,184,0.36,81,16
9996.txt,astar,linearConflict,3x3,40,0.2,54,16
9997.txt,astar,linearConflict,3x3,195,0.36,81,16
9998.txt,astar,linearConflict,3x3,270,0.4,91,16
9999.txt,astar,linearConflict,3x3,100,0.29,67,16
17378.txt,astar,linearConflict,3x3,356,0.39,98,17
17379.txt,astar,linearConflict,3x3,3176,0.61,219,17
17380.txt,astar,linearConflict,3x3,197,0.33,82,17
17381.txt,astar,linearConflict,3x3,1090,0.51,151,17
17382.txt,astar,linearConflict,3x3,289,0.37,93,17
17383.txt,astar,linearConflict,3x3,2875,0.6,214,17
17384.txt,astar,linearConflict,3x3,72,0.24,62,17
17385.txt,astar,linearConflict,3x3,79,0.25,65,17
17386.txt,astar,linearConflict,3x3,644,0.46,126,17
17387.txt,astar,linearConflict,3x3,56,0.22,58,17
17388.txt,astar,linearConflict,3x3,9493,0.73,360,17
17389.txt,astar,linearConflict,3x3,2534,0.59,215,17
17390.txt,astar,linearConflict,3x3,11572,0.75,419,17
17391.txt,astar,linearConflict,3x3,13642,0.77,425,17
17392.txt,astar,linearConflict,3x3,1269,0.52,157,17
17393.txt,astar,linearConflict,3x3,379,0.4,101,17
17394.txt,astar,linearConflict,3x3,5965,0.68,307,17
17395.txt,astar,linearConflict,3x3,967,0.49,142,17
17396.txt,astar,linearConflict,3x3,1835,0.55,193,17
17397.txt,astar,linearConflict,3x3,8146,0.71,363,17
17398.txt,astar,linearConflict,3x3,127,0.3,73,17
17399.txt,astar,linearConflict,3x3,112,0.28,70,17
17400.txt,astar,linearConflict,3x3,761,0.46,130,17
17401.txt,astar,linearConflict,3x3,1874,0.56,186,17
17402.txt,astar,linearConflict,3x3,116,0.29,70,17
26907.txt,astar,linearConflict,3x3,509,0.39,113,18
26908.txt,astar,linearConflict,3x3,50459,0.85,951,18
26909.txt,astar,linearConflict,3x3,2878,0.56,211,18
26910.txt,astar,linearConflict,3x3,143,0.28,74,18
26911.txt,astar,linearConflict,3x3,356,0.36,98,18
26912.txt,astar,linearConflict,3x3,1934,0.51,185,18
26913.txt,astar,linearConflict,3x3,2521,0.54,198,18
26914.txt,astar,linearConflict,3x3,3847,0.58,238,18
26915.txt,astar,linearConflict,3x3,823,0.43,130,18
26916.txt,astar,linearConflict,3x3,379,0.36,99,18
26917.txt,astar,linearConflict,3x3,1207,0.47,156,18
26918.txt,astar,linearConflict,3x3,17166,0.73,489,18
26919.txt,astar,linearConflict,3x3,971,0.46,147,18
26920.txt,astar,linearConflict,3x3,2973,0.56,224,18
26921.txt,astar,linearConflict,3x3,2657,0.55,205,18
26922.txt,astar,linearConflict,3x3,92,0.24,66,18
26923.txt,astar,linearConflict,3x3,355,0.36,98,18
26924.txt,astar,linearConflict,3x3,2481,0.54,216,18
26925.txt,astar,linearConflict,3x3,12779,0.7,437,18
26926.txt,astar,linearConflict,3x3,2657,0.55,219,18
26927.txt,astar,linearConflict,3x3,98,0.25,68,18
26928.txt,astar,linearConflict,3x3,238,0.33,89,18
26929.txt,astar,linearConflict,3x3,359,0.36,100,18
26930.txt,astar,linearConflict,3x3,1587,0.49,180,18
26931.txt,astar,linearConflict,3x3,1228,0.47,154,18
37785.txt,astar,linearConflict,3x3,948,0.42,141,19
37786.txt,astar,linearConflict,3x3,276,0.31,91,19
37787.txt,astar,linearConflict,3x3,510,0.36,111,19
37788.txt,astar,linearConflict,3x3,3163,0.53,233,19
37789.txt,astar,linearConflict,3x3,2527,0.5,212,19
37790.txt,astar,linearConflict,3x3,2868,0.52,224,19
37791.txt,astar,linearConflict,3x3,2255,0.5,216,19
37792.txt,astar,linearConflict,3x3,5813,0.58,288,19
37793.txt,astar,linearConflict,3x3,122,0.24,72,19
37794.txt,astar,linearConflict,3x3,29420,0.73,689,19
37795.txt,astar,linearConflict,3x3,7140,0.6,341,19
37796.txt,astar,linearConflict,3x3,2475,0.5,213,19
37797.txt,astar,linearConflict,3x3,2382,0.5,195,19
37798.txt,astar,linearConflict,3x3,741,0.39,129,19
37799.txt,astar,linearConflict,3x3,3355,0.53,229,19
37800.txt,astar,linearConflict,3x3,1509,0.46,174,19
37801.txt,astar,linearConflict,3x3,349,0.33,97,19
37802.txt,astar,linearConflict,3x3,939,0.41,143,19
37803.txt,astar,linearConflict,3x3,4791,0.56,289,19
37804.txt,astar,linearConflict,3x3,627,0.38,117,19
37805.txt,astar,linearConflict,3x3,10691,0.64,384,19
37806.txt,astar,linearConflict,3x3,2199,0.49,192,19
37807.txt,astar,linearConflict,3x3,1345,0.45,172,19
37808.txt,astar,linearConflict,3x3,1510,0.46,164,19
37809.txt,astar,linearConflict,3x3,19124,0.69,510,19
54773.txt,astar,linearConflict,3x3,5560,0.54,303,20
54774.txt,astar,linearConflict,3x3,1068,0.4,152,20
54775.txt,astar,linearConflict,3x3,807,0.38,130,20
54777.txt,astar,linearConflict,3x3,21519,0.66,546,20
54778.txt,astar,linearConflict,3x3,498,0.34,114,20
54779.txt,astar,linearConflict,3x3,1305,0.41,160,20
54780.txt,astar,linearConflict,3x3,1928,0.44,180,20
54782.txt,astar,linearConflict,3x3,349,0.31,97,20
54783.txt,astar,linearConflict,3x3,18256,0.63,469,20
54784.txt,astar,linearConflict,3x3,137,0.24,72,20
54785.txt,astar,linearConflict,3x3,5318,0.53,292,20
54787.txt,astar,linearConflict,3x3,793,0.38,132,20
54788.txt,astar,linearConflict,3x3,815,0.37,133,20
54789.txt,astar,linearConflict,3x3,153314,0.84,2521,20
54790.txt,astar,linearConflict,3x3,16006,0.62,470,20
54791.txt,astar,linearConflict,3x3,3038,0.48,213,20
54792.txt,astar,linearConflict,3x3,727,0.36,126,20
54794.txt,astar,linearConflict,3x3,407,0.32,106,20
54795.txt,astar,linearConflict,3x3,268,0.29,90,20
54796.txt,astar,linearConflict,3x3,4983,0.53,279,20
54797.txt,astar,linearConflict,3x3,10690,0.59,407,20
54798.txt,astar,linearConflict,3x3,2680,0.47,197,20
