size,boardID,algo,heuristic,expanded,branchingFactor,cost,time
3x3, 54788.txt, astar, manhattan,1809,1.44,20,104
3x3, 54789.txt, astar, manhattan,187542,1.86,20,1215
3x3, 54790.txt, astar, manhattan,40588,1.71,20,407
3x3, 54791.txt, astar, manhattan,23509,1.66,20,318
3x3, 54792.txt, astar, manhattan,3022,1.48,20,125
3x3, 54794.txt, astar, manhattan,430,1.33,20,61
3x3, 54795.txt, astar, manhattan,399,1.32,20,57
3x3, 54796.txt, astar, manhattan,12426,1.6,20,240
3x3, 54797.txt, astar, manhattan,26877,1.67,20,337
3x3, 54798.txt, astar, manhattan,253020,1.88,20,1398
3x3, 54799.txt, astar, manhattan,6275,1.55,20,201
3x3, 54801.txt, astar, manhattan,28712,1.68,20,381
3x3, 54802.txt, astar, manhattan,193,1.27,20,42
4x4,     1.txt, astar, manhattan,1,3.0,1,13
4x4,     2.txt, astar, manhattan,1,3.0,1,10
4x4,     3.txt, astar, manhattan,2,2.19,2,11
4x4,     4.txt, astar, manhattan,2,2.0,2,11
4x4,     5.txt, astar, manhattan,0,1.0,0,4
4x4,     6.txt, astar, manhattan,2,2.19,2,12
4x4,     7.txt, astar, manhattan,2,2.0,2,11
4x4,    10.txt, astar, manhattan,3,1.58,3,12
4x4,    11.txt, astar, manhattan,3,1.81,3,13
4x4,    12.txt, astar, manhattan,3,1.74,3,11
4x4,    13.txt, astar, manhattan,3,1.58,3,11
4x4,    14.txt, astar, manhattan,3,1.74,3,12
4x4,    15.txt, astar, manhattan,3,1.74,3,12
4x4,    16.txt, astar, manhattan,3,1.81,3,12
4x4,    17.txt, astar, manhattan,3,1.81,3,13
4x4,     8.txt, astar, manhattan,3,1.81,3,12
4x4,     9.txt, astar, manhattan,3,1.74,3,13
4x4,    18.txt, astar, manhattan,4,1.61,4,14
4x4,    19.txt, astar, manhattan,4,1.61,4,14
4x4,    20.txt, astar, manhattan,4,1.53,4,13
4x4,    21.txt, astar, manhattan,4,1.45,4,11
4x4,    22.txt, astar, manhattan,4,1.57,4,12
4x4,    23.txt, astar, manhattan,4,1.49,4,13
4x4,    24.txt, astar, manhattan,4,1.49,4,12
4x4,    25.txt, astar, manhattan,4,1.57,4,13
4x4,    26.txt, astar, manhattan,4,1.57,4,14
4x4,    27.txt, astar, manhattan,4,1.57,4,12
4x4,    28.txt, astar, manhattan,4,1.57,4,15
4x4,    29.txt, astar, manhattan,4,1.57,4,13
4x4,    30.txt, astar, manhattan,4,1.57,4,13
4x4,    31.txt, astar, manhattan,4,1.57,4,13
4x4,    32.txt, astar, manhattan,4,1.61,4,14
4x4,    33.txt, astar, manhattan,4,1.57,4,13
4x4,    34.txt, astar, manhattan,4,1.57,4,13
4x4,    35.txt, astar, manhattan,4,1.53,4,12
4x4,    36.txt, astar, manhattan,4,1.45,4,12
4x4,    37.txt, astar, manhattan,4,1.57,4,14
4x4,    38.txt, astar, manhattan,4,1.53,4,14
4x4,    39.txt, astar, manhattan,4,1.53,4,12
4x4,    40.txt, astar, manhattan,4,1.57,4,13
4x4,    41.txt, astar, manhattan,4,1.61,4,14
4x4,    71.txt, astar, manhattan,5,1.39,5,14
4x4,    72.txt, astar, manhattan,5,1.42,5,14
4x4,    73.txt, astar, manhattan,5,1.39,5,14
4x4,    74.txt, astar, manhattan,5,1.44,5,15
4x4,    75.txt, astar, manhattan,5,1.39,5,15
4x4,    76.txt, astar, manhattan,5,1.42,5,14
4x4,    77.txt, astar, manhattan,5,1.44,5,15
4x4,    78.txt, astar, manhattan,5,1.48,5,16
4x4,    79.txt, astar, manhattan,6,1.48,5,15
4x4,    80.txt, astar, manhattan,5,1.39,5,14
4x4,    81.txt, astar, manhattan,5,1.46,5,14
4x4,    82.txt, astar, manhattan,5,1.44,5,14
4x4,    83.txt, astar, manhattan,5,1.44,5,14
4x4,    84.txt, astar, manhattan,5,1.42,5,14
4x4,    85.txt, astar, manhattan,5,1.48,5,15
4x4,    86.txt, astar, manhattan,5,1.46,5,15
4x4,    87.txt, astar, manhattan,5,1.48,5,15
4x4,    88.txt, astar, manhattan,5,1.46,5,15
4x4,    89.txt, astar, manhattan,5,1.42,5,14
4x4,    90.txt, astar, manhattan,5,1.37,5,17
4x4,    91.txt, astar, manhattan,5,1.39,5,17
4x4,    92.txt, astar, manhattan,5,1.37,5,13
4x4,    93.txt, astar, manhattan,5,1.46,5,17
4x4,    94.txt, astar, manhattan,5,1.42,5,14
4x4,    95.txt, astar, manhattan,5,1.46,5,16
4x4,   182.txt, astar, manhattan,6,1.37,6,16
4x4,   183.txt, astar, manhattan,6,1.36,6,16
4x4,   184.txt, astar, manhattan,6,1.39,6,15
4x4,   185.txt, astar, manhattan,6,1.34,6,15
4x4,   186.txt, astar, manhattan,6,1.37,6,15
4x4,   187.txt, astar, manhattan,6,1.37,6,15
4x4,   188.txt, astar, manhattan,6,1.33,6,14
4x4,   189.txt, astar, manhattan,6,1.36,6,14
4x4,   190.txt, astar, manhattan,6,1.36,6,15
4x4,   191.txt, astar, manhattan,6,1.33,6,15
4x4,   192.txt, astar, manhattan,8,1.44,6,16
4x4,   193.txt, astar, manhattan,6,1.39,6,14
4x4,   194.txt, astar, manhattan,6,1.36,6,14
4x4,   195.txt, astar, manhattan,6,1.37,6,15
4x4,   196.txt, astar, manhattan,6,1.33,6,15
4x4,   197.txt, astar, manhattan,6,1.33,6,14
4x4,   198.txt, astar, manhattan,6,1.36,6,17
4x4,   199.txt, astar, manhattan,6,1.36,6,15
4x4,   200.txt, astar, manhattan,6,1.29,6,15
4x4,   201.txt, astar, manhattan,6,1.37,6,15
4x4,   202.txt, astar, manhattan,6,1.39,6,15
4x4,    96.txt, astar, manhattan,6,1.34,6,14
4x4,    97.txt, astar, manhattan,6,1.37,6,15
4x4,    98.txt, astar, manhattan,6,1.34,6,15
4x4,    99.txt, astar, manhattan,6,1.34,6,15
4x4,   390.txt, astar, manhattan,10,1.4,7,16
4x4,   391.txt, astar, manhattan,7,1.29,7,15
4x4,   392.txt, astar, manhattan,7,1.3,7,15
4x4,   393.txt, astar, manhattan,7,1.3,7,14
4x4,   394.txt, astar, manhattan,7,1.29,7,15
4x4,   395.txt, astar, manhattan,12,1.43,7,17
4x4,   396.txt, astar, manhattan,7,1.3,7,15
4x4,   397.txt, astar, manhattan,7,1.3,7,15
4x4,   398.txt, astar, manhattan,7,1.31,7,16
4x4,   399.txt, astar, manhattan,7,1.32,7,15
4x4,   400.txt, astar, manhattan,7,1.29,7,14
4x4,   401.txt, astar, manhattan,7,1.3,7,16
4x4,   402.txt, astar, manhattan,9,1.37,7,22
4x4,   403.txt, astar, manhattan,7,1.31,7,16
4x4,   404.txt, astar, manhattan,8,1.34,7,16
4x4,   405.txt, astar, manhattan,7,1.31,7,19
4x4,   406.txt, astar, manhattan,8,1.33,7,15
4x4,   407.txt, astar, manhattan,10,1.4,7,16
4x4,   408.txt, astar, manhattan,7,1.28,7,15
4x4,   409.txt, astar, manhattan,7,1.32,7,16
4x4,   410.txt, astar, manhattan,7,1.32,7,16
4x4,   411.txt, astar, manhattan,7,1.31,7,15
4x4,   412.txt, astar, manhattan,7,1.28,7,14
4x4,   413.txt, astar, manhattan,7,1.29,7,14
4x4,   414.txt, astar, manhattan,7,1.32,7,15
4x4,   836.txt, astar, manhattan,12,1.36,8,17
4x4,   837.txt, astar, manhattan,31,1.56,8,21
4x4,   838.txt, astar, manhattan,11,1.34,8,16
4x4,   839.txt, astar, manhattan,8,1.25,8,16
4x4,   840.txt, astar, manhattan,8,1.28,8,15
4x4,   841.txt, astar, manhattan,10,1.3,8,16
4x4,   842.txt, astar, manhattan,10,1.3,8,15
4x4,   843.txt, astar, manhattan,10,1.29,8,16
4x4,   844.txt, astar, manhattan,21,1.46,8,20
4x4,   845.txt, astar, manhattan,9,1.28,8,16
4x4,   846.txt, astar, manhattan,10,1.32,8,16
4x4,   847.txt, astar, manhattan,8,1.27,8,15
4x4,   848.txt, astar, manhattan,8,1.26,8,15
4x4,   849.txt, astar, manhattan,15,1.4,8,18
4x4,   850.txt, astar, manhattan,11,1.3,8,16
4x4,   851.txt, astar, manhattan,9,1.3,8,16
4x4,   852.txt, astar, manhattan,11,1.34,8,17
4x4,   853.txt, astar, manhattan,29,1.55,8,22
4x4,   854.txt, astar, manhattan,8,1.25,8,15
4x4,   855.txt, astar, manhattan,9,1.28,8,16
4x4,   856.txt, astar, manhattan,12,1.33,8,17
4x4,   857.txt, astar, manhattan,8,1.27,8,15
4x4,   858.txt, astar, manhattan,11,1.34,8,17
4x4,   859.txt, astar, manhattan,8,1.24,8,15
4x4,   860.txt, astar, manhattan,23,1.48,8,20
4x4,   975.txt, astar, manhattan,12,1.29,9,16
4x4,   976.txt, astar, manhattan,12,1.28,9,17
4x4,   977.txt, astar, manhattan,48,1.56,9,25
4x4,   978.txt, astar, manhattan,11,1.28,9,16
4x4,   979.txt, astar, manhattan,17,1.33,9,18
4x4,   980.txt, astar, manhattan,10,1.24,9,16
4x4,   981.txt, astar, manhattan,10,1.25,9,16
4x4,   982.txt, astar, manhattan,9,1.23,9,17
4x4,   983.txt, astar, manhattan,10,1.26,9,17
4x4,   984.txt, astar, manhattan,13,1.31,9,17
4x4,   985.txt, astar, manhattan,9,1.22,9,15
4x4,   986.txt, astar, manhattan,11,1.28,9,16
4x4,   987.txt, astar, manhattan,43,1.53,9,25
4x4,   988.txt, astar, manhattan,10,1.27,9,16
4x4,   989.txt, astar, manhattan,12,1.29,9,18
4x4,   990.txt, astar, manhattan,9,1.22,9,15
4x4,   991.txt, astar, manhattan,23,1.41,9,19
4x4,   992.txt, astar, manhattan,13,1.3,9,19
4x4,   993.txt, astar, manhattan,9,1.23,9,16
4x4,   994.txt, astar, manhattan,13,1.3,9,17
4x4,   995.txt, astar, manhattan,9,1.22,9,16
4x4,   996.txt, astar, manhattan,9,1.23,9,16
4x4,   997.txt, astar, manhattan,12,1.29,9,17
4x4,   998.txt, astar, manhattan,13,1.32,9,17
4x4,   999.txt, astar, manhattan,9,1.23,9,15
4x4,  3730.txt, astar, manhattan,16,1.28,10,18
4x4,  3731.txt, astar, manhattan,27,1.36,10,21
4x4,  3732.txt, astar, manhattan,16,1.28,10,17
4x4,  3733.txt, astar, manhattan,10,1.2,10,15
4x4,  3734.txt, astar, manhattan,21,1.33,10,19
4x4,  3735.txt, astar, manhattan,12,1.24,10,18
4x4,  3736.txt, astar, manhattan,13,1.26,10,17
4x4,  3737.txt, astar, manhattan,12,1.24,10,16
4x4,  3738.txt, astar, manhattan,13,1.26,10,17
4x4,  3739.txt, astar, manhattan,30,1.38,10,21
4x4,  3740.txt, astar, manhattan,13,1.26,10,19
4x4,  3741.txt, astar, manhattan,10,1.21,10,16
4x4,  3742.txt, astar, manhattan,27,1.36,10,22
4x4,  3743.txt, astar, manhattan,12,1.24,10,17
4x4,  3744.txt, astar, manhattan,211,1.76,10,47
4x4,  3745.txt, astar, manhattan,16,1.29,10,18
4x4,  3746.txt, astar, manhattan,296,1.84,10,55
4x4,  3747.txt, astar, manhattan,15,1.27,10,19
4x4,  3748.txt, astar, manhattan,126,1.64,10,36
4x4,  3749.txt, astar, manhattan,14,1.26,10,17
4x4,  3750.txt, astar, manhattan,32,1.4,10,22
4x4,  3751.txt, astar, manhattan,15,1.28,10,18
4x4,  3752.txt, astar, manhattan,18,1.3,10,19
4x4,  3753.txt, astar, manhattan,15,1.28,10,18
4x4,  3754.txt, astar, manhattan,27,1.37,10,23
4x4,  7668.txt, astar, manhattan,22,1.29,11,20
4x4,  7669.txt, astar, manhattan,66,1.47,11,28
4x4,  7670.txt, astar, manhattan,100,1.54,11,32
4x4,  7671.txt, astar, manhattan,14,1.22,11,17
4x4,  7672.txt, astar, manhattan,14,1.23,11,18
4x4,  7673.txt, astar, manhattan,14,1.23,11,17
4x4,  7674.txt, astar, manhattan,18,1.26,11,18
4x4,  7675.txt, astar, manhattan,13,1.22,11,18
4x4,  7676.txt, astar, manhattan,19,1.28,11,20
4x4,  7677.txt, astar, manhattan,14,1.23,11,18
4x4,  7678.txt, astar, manhattan,289,1.73,11,55
4x4,  7679.txt, astar, manhattan,32,1.33,11,23
4x4,  7680.txt, astar, manhattan,14,1.23,11,19
4x4,  7681.txt, astar, manhattan,85,1.5,11,32
4x4,  7682.txt, astar, manhattan,76,1.49,11,30
4x4,  7683.txt, astar, manhattan,11,1.19,11,16
4x4,  7684.txt, astar, manhattan,80,1.48,11,31
4x4,  7685.txt, astar, manhattan,44,1.39,11,24
4x4,  7686.txt, astar, manhattan,75,1.48,11,30
4x4,  7687.txt, astar, manhattan,13,1.21,11,17
4x4,  7688.txt, astar, manhattan,25,1.31,11,20
4x4,  7689.txt, astar, manhattan,14,1.22,11,17
4x4,  7690.txt, astar, manhattan,401,1.77,11,60
4x4,  7691.txt, astar, manhattan,19,1.28,11,19
4x4,  7692.txt, astar, manhattan,84,1.52,11,32
4x4,  9975.txt, astar, manhattan,91,1.45,12,31
4x4,  9976.txt, astar, manhattan,18,1.23,12,19
4x4,  9977.txt, astar, manhattan,17,1.23,12,19
4x4,  9978.txt, astar, manhattan,20,1.25,12,19
4x4,  9979.txt, astar, manhattan,31,1.31,12,22
4x4,  9980.txt, astar, manhattan,15,1.2,12,19
4x4,  9981.txt, astar, manhattan,21,1.25,12,19
4x4,  9982.txt, astar, manhattan,65,1.41,12,29
4x4,  9983.txt, astar, manhattan,38,1.33,12,24
4x4,  9984.txt, astar, manhattan,446,1.71,12,63
4x4,  9985.txt, astar, manhattan,3156,2.04,12,133
4x4,  9986.txt, astar, manhattan,12,1.17,12,16
4x4,  9987.txt, astar, manhattan,16,1.2,12,18
4x4,  9988.txt, astar, manhattan,15,1.2,12,19
4x4,  9989.txt, astar, manhattan,13,1.19,12,17
4x4,  9990.txt, astar, manhattan,14,1.19,12,16
4x4,  9991.txt, astar, manhattan,19,1.24,12,19
4x4,  9992.txt, astar, manhattan,37,1.31,12,23
4x4,  9993.txt, astar, manhattan,15,1.2,12,18
4x4,  9994.txt, astar, manhattan,16,1.21,12,18
4x4,  9995.txt, astar, manhattan,26,1.28,12,21
4x4,  9996.txt, astar, manhattan,19,1.24,12,19
4x4,  9997.txt, astar, manhattan,40,1.33,12,24
4x4,  9998.txt, astar, manhattan,88,1.45,12,31
4x4,  9999.txt, astar, manhattan,35,1.32,12,23
4x4, 31020.txt, astar, manhattan,181,1.49,13,44
4x4, 31021.txt, astar, manhattan,36,1.29,13,23
4x4, 31022.txt, astar, manhattan,23,1.23,13,19
4x4, 31023.txt, astar, manhattan,22,1.21,13,19
4x4, 31024.txt, astar, manhattan,25,1.24,13,20
4x4, 31025.txt, astar, manhattan,26,1.24,13,20
4x4, 31026.txt, astar, manhattan,22,1.23,13,20
4x4, 31027.txt, astar, manhattan,107,1.42,13,34
4x4, 31028.txt, astar, manhattan,176,1.49,13,43
4x4, 31029.txt, astar, manhattan,30,1.27,13,21
4x4, 31030.txt, astar, manhattan,17,1.19,13,19
4x4, 31031.txt, astar, manhattan,13,1.15,13,17
4x4, 31032.txt, astar, manhattan,15,1.17,13,17
4x4, 31033.txt, astar, manhattan,16,1.19,13,18
4x4, 31034.txt, astar, manhattan,13,1.15,13,17
4x4, 31035.txt, astar, manhattan,34,1.29,13,22
4x4, 31036.txt, astar, manhattan,72,1.38,13,29
4x4, 31037.txt, astar, manhattan,17,1.2,13,18
4x4, 31038.txt, astar, manhattan,24,1.24,13,21
4x4, 31039.txt, astar, manhattan,69,1.36,13,28
4x4, 31040.txt, astar, manhattan,19,1.2,13,19
4x4, 31041.txt, astar, manhattan,20,1.21,13,20
4x4, 31042.txt, astar, manhattan,23,1.23,13,19
4x4, 31043.txt, astar, manhattan,150,1.46,13,39
4x4, 31044.txt, astar, manhattan,27,1.25,13,20
4x4, 61841.txt, astar, manhattan,36,1.26,14,23
4x4, 61842.txt, astar, manhattan,23,1.2,14,21
4x4, 61843.txt, astar, manhattan,46,1.29,14,26
4x4, 61844.txt, astar, manhattan,43,1.27,14,25
4x4, 61845.txt, astar, manhattan,32,1.23,14,22
4x4, 61846.txt, astar, manhattan,60,1.32,14,28
4x4, 61847.txt, astar, manhattan,4064,1.87,14,154
4x4, 61848.txt, astar, manhattan,138,1.41,14,38
4x4, 61849.txt, astar, manhattan,6267,1.94,14,182
4x4, 61850.txt, astar, manhattan,59,1.31,14,28
4x4, 61851.txt, astar, manhattan,17,1.17,14,18
4x4, 61852.txt, astar, manhattan,37,1.26,14,23
4x4, 61853.txt, astar, manhattan,222,1.47,14,48
4x4, 61854.txt, astar, manhattan,69,1.33,14,29
4x4, 61855.txt, astar, manhattan,15,1.15,14,18
4x4, 61856.txt, astar, manhattan,163,1.43,14,41
4x4, 61857.txt, astar, manhattan,99,1.37,14,33
4x4, 61858.txt, astar, manhattan,28,1.23,14,21
4x4, 61859.txt, astar, manhattan,17,1.17,14,18
4x4, 61860.txt, astar, manhattan,18,1.17,14,20
4x4, 61861.txt, astar, manhattan,120,1.4,14,37
4x4, 61862.txt, astar, manhattan,83,1.36,14,31
4x4, 61863.txt, astar, manhattan,24,1.21,14,20
4x4, 61864.txt, astar, manhattan,274,1.5,14,53
4x4, 61865.txt, astar, manhattan,22,1.2,14,19
4x4, 99975.txt, astar, manhattan,1841,1.67,15,106
4x4, 99976.txt, astar, manhattan,1633,1.66,15,104
4x4, 99977.txt, astar, manhattan,16,1.14,15,19
4x4, 99978.txt, astar, manhattan,26,1.19,15,21
4x4, 99979.txt, astar, manhattan,37,1.23,15,23
4x4, 99980.txt, astar, manhattan,21,1.17,15,19
4x4, 99981.txt, astar, manhattan,43,1.25,15,25
4x4, 99982.txt, astar, manhattan,22,1.18,15,20
4x4, 99983.txt, astar, manhattan,27,1.2,15,20
4x4, 99984.txt, astar, manhattan,27,1.2,15,21
4x4, 99985.txt, astar, manhattan,18,1.15,15,19
4x4, 99986.txt, astar, manhattan,118,1.36,15,36
4x4, 99987.txt, astar, manhattan,255,1.44,15,52
4x4, 99988.txt, astar, manhattan,42,1.24,15,24
4x4, 99989.txt, astar, manhattan,217,1.43,15,48
4x4, 99990.txt, astar, manhattan,149,1.38,15,41
4x4, 99991.txt, astar, manhattan,143,1.38,15,38
4x4, 99992.txt, astar, manhattan,109,1.36,15,34
4x4, 99993.txt, astar, manhattan,23,1.18,15,19
4x4, 99994.txt, astar, manhattan,45,1.26,15,25
4x4, 99995.txt, astar, manhattan,26,1.19,15,22
4x4, 99996.txt, astar, manhattan,21,1.17,15,19
4x4, 99997.txt, astar, manhattan,33,1.22,15,22
4x4, 99998.txt, astar, manhattan,17,1.15,15,18
4x4, 99999.txt, astar, manhattan,35,1.23,15,23
4x4, 241683.txt, astar, manhattan,131,1.34,16,38
4x4, 241684.txt, astar, manhattan,176,1.36,16,43
4x4, 241685.txt, astar, manhattan,41,1.22,16,24
4x4, 241686.txt, astar, manhattan,45,1.22,16,24
4x4, 241687.txt, astar, manhattan,20,1.15,16,19
4x4, 241688.txt, astar, manhattan,41,1.22,16,24
4x4, 241689.txt, astar, manhattan,19,1.14,16,19
4x4, 241690.txt, astar, manhattan,20,1.15,16,18
4x4, 241691.txt, astar, manhattan,14440,1.87,16,271
4x4, 241692.txt, astar, manhattan,17984,1.9,16,272
4x4, 241693.txt, astar, manhattan,4449,1.73,16,164
4x4, 241694.txt, astar, manhattan,70,1.27,16,28
4x4, 241695.txt, astar, manhattan,90,1.29,16,33
4x4, 241696.txt, astar, manhattan,12942,1.85,16,270
4x4, 241697.txt, astar, manhattan,132,1.34,16,37
4x4, 241698.txt, astar, manhattan,24,1.17,16,20
4x4, 241699.txt, astar, manhattan,1139,1.56,16,100
4x4, 241700.txt, astar, manhattan,34,1.2,16,24
4x4, 241701.txt, astar, manhattan,1236,1.57,16,93
4x4, 241702.txt, astar, manhattan,24,1.17,16,20
4x4, 241703.txt, astar, manhattan,34,1.2,16,22
4x4, 241704.txt, astar, manhattan,155,1.35,16,41
4x4, 241705.txt, astar, manhattan,30,1.19,16,21
4x4, 241706.txt, astar, manhattan,24,1.17,16,20
4x4, 241707.txt, astar, manhattan,28,1.19,16,21
4x4, 473527.txt, astar, manhattan,252,1.38,17,52
4x4, 473528.txt, astar, manhattan,190,1.34,17,46
4x4, 473529.txt, astar, manhattan,19,1.13,17,18
4x4, 473530.txt, astar, manhattan,42,1.21,17,25
4x4, 473531.txt, astar, manhattan,147,1.32,17,42
4x4, 473532.txt, astar, manhattan,36,1.19,17,23
4x4, 473533.txt, astar, manhattan,250,1.36,17,50
4x4, 473534.txt, astar, manhattan,168,1.33,17,43
4x4, 473535.txt, astar, manhattan,275,1.37,17,53
4x4, 473536.txt, astar, manhattan,9629,1.75,17,237
4x4, 473537.txt, astar, manhattan,10792,1.77,17,254
4x4, 473538.txt, astar, manhattan,20,1.13,17,18
4x4, 473539.txt, astar, manhattan,21,1.14,17,18
4x4, 473540.txt, astar, manhattan,10916,1.76,17,237
4x4, 473541.txt, astar, manhattan,6366,1.7,17,195
4x4, 473542.txt, astar, manhattan,42,1.21,17,24
4x4, 473543.txt, astar, manhattan,207,1.35,17,48
4x4, 473544.txt, astar, manhattan,79,1.26,17,31
4x4, 473545.txt, astar, manhattan,14366,1.8,17,275
4x4, 473546.txt, astar, manhattan,21,1.14,17,19
4x4, 473547.txt, astar, manhattan,761,1.48,17,80
4x4, 473548.txt, astar, manhattan,2297,1.59,17,121
4x4, 473549.txt, astar, manhattan,8680,1.74,17,227
4x4, 473550.txt, astar, manhattan,6916,1.7,17,199
4x4, 473551.txt, astar, manhattan,41,1.2,17,25
4x4, 920869.txt, astar, manhattan,243,1.34,18,51
4x4, 920870.txt, astar, manhattan,898,1.46,18,82
4x4, 920871.txt, astar, manhattan,694,1.44,18,81
4x4, 920872.txt, astar, manhattan,838,1.45,18,84
4x4, 920873.txt, astar, manhattan,92,1.25,18,32
4x4, 920874.txt, astar, manhattan,764,1.44,18,83
4x4, 920875.txt, astar, manhattan,175,1.31,18,42
4x4, 920876.txt, astar, manhattan,146,1.3,18,40
4x4, 920877.txt, astar, manhattan,2672,1.56,18,126
4x4, 920878.txt, astar, manhattan,1047,1.47,18,88
4x4, 920879.txt, astar, manhattan,23855,1.78,18,339
4x4, 920880.txt, astar, manhattan,60,1.22,18,29
4x4, 920881.txt, astar, manhattan,43,1.19,18,24
4x4, 920882.txt, astar, manhattan,726,1.44,18,81
4x4, 920883.txt, astar, manhattan,556,1.41,18,70
4x4, 920884.txt, astar, manhattan,194,1.32,18,46
4x4, 920885.txt, astar, manhattan,421,1.39,18,65
4x4, 920886.txt, astar, manhattan,3095,1.57,18,150
4x4, 920887.txt, astar, manhattan,278,1.35,18,50
4x4, 920888.txt, astar, manhattan,178,1.31,18,44
4x4, 920889.txt, astar, manhattan,39,1.18,18,24
4x4, 920890.txt, astar, manhattan,22,1.13,18,20
4x4, 920891.txt, astar, manhattan,313,1.36,18,57
4x4, 920892.txt, astar, manhattan,86,1.25,18,31
4x4, 920893.txt, astar, manhattan,206,1.32,18,47
4x4, 999975.txt, astar, manhattan,244,1.32,19,50
4x4, 999976.txt, astar, manhattan,612,1.39,19,73
4x4, 999977.txt, astar, manhattan,329,1.33,19,57
4x4, 999978.txt, astar, manhattan,2624,1.52,19,123
4x4, 999979.txt, astar, manhattan,297,1.33,19,53
4x4, 999980.txt, astar, manhattan,736,1.41,19,78
4x4, 999981.txt, astar, manhattan,312,1.34,19,53
4x4, 999982.txt, astar, manhattan,7315,1.62,19,203
4x4, 999983.txt, astar, manhattan,208,1.3,19,50
4x4, 999984.txt, astar, manhattan,308,1.33,19,54
4x4, 999985.txt, astar, manhattan,190,1.3,19,45
4x4, 999986.txt, astar, manhattan,10468,1.65,19,238
4x4, 999987.txt, astar, manhattan,50373,1.8,19,536
4x4, 999988.txt, astar, manhattan,963,1.43,19,91
4x4, 999989.txt, astar, manhattan,2212,1.51,19,123
4x4, 999990.txt, astar, manhattan,144,1.27,19,40
4x4, 999991.txt, astar, manhattan,250,1.32,19,54
4x4, 999992.txt, astar, manhattan,163,1.28,19,44
4x4, 999993.txt, astar, manhattan,343,1.34,19,56
4x4, 999994.txt, astar, manhattan,153,1.28,19,40
4x4, 999995.txt, astar, manhattan,254,1.32,19,51
4x4, 999996.txt, astar, manhattan,1843,1.49,19,108
4x4, 999997.txt, astar, manhattan,568,1.39,19,80
4x4, 999998.txt, astar, manhattan,2467,1.52,19,126
4x4, 999999.txt, astar, manhattan,491,1.38,19,69
